Survived,Pclass,Sex,Age,FamilySize,IsAlone,TicketGroupSize,FarePerPerson,Deck,has_cabin,Title_Miss,Title_Mr,Title_Mrs
0,3,1,21.0,1,1,1,7.7333,0.0,0,False,True,False
0,3,1,29.0,1,1,1,7.875,0.0,0,False,True,False
0,3,0,28.0,3,0,2,4.8,0.0,0,False,False,True
0,3,1,18.0,3,0,2,6.7375,0.0,0,False,True,False
0,3,1,28.0,1,1,1,7.25,0.0,0,False,True,False
1,2,0,28.0,2,0,1,13.0,0.0,0,False,False,True
1,2,0,19.0,1,1,2,26.0,0.0,0,True,False,False
0,3,1,28.0,1,1,1,7.75,0.0,0,False,True,False
1,3,1,32.0,1,1,1,8.05,5.0,1,False,True,False
1,1,1,28.0,1,1,1,26.55,3.0,1,False,True,False
1,3,0,28.0,2,0,2,8.05,0.0,0,False,False,True
1,2,0,42.0,2,0,1,13.0,0.0,0,False,False,True
0,3,1,17.0,1,1,1,7.125,0.0,0,False,True,False
0,1,1,50.0,2,0,2,27.95,5.0,1,False,True,False
1,1,0,14.0,4,0,4,30.0,2.0,1,True,False,False
0,3,0,21.0,5,0,4,6.875,0.0,0,True,False,False
1,2,0,24.0,6,0,3,3.125,0.0,0,False,False,True
0,1,1,64.0,6,0,4,43.833333333333336,3.0,1,False,True,False
0,2,1,31.0,1,1,1,10.5,0.0,0,False,True,False
1,2,0,45.0,3,0,3,8.75,0.0,0,False,False,True
0,3,1,20.0,1,1,1,9.5,0.0,0,False,True,False
0,3,1,25.0,2,0,1,3.8875,0.0,0,False,True,False
1,2,0,28.0,1,1,1,13.0,0.0,0,False,False,False
1,3,1,28.0,1,1,1,8.1125,0.0,0,False,True,False
1,1,1,4.0,3,0,1,27.2861,1.0,1,False,False,False
1,2,0,13.0,2,0,2,9.75,0.0,0,True,False,False
1,1,1,34.0,1,1,1,26.55,0.0,0,False,True,False
1,3,0,5.0,4,0,4,4.814575,0.0,0,True,False,False
1,1,1,52.0,1,1,1,30.5,3.0,1,False,False,False
0,2,1,36.0,4,0,3,6.9375,0.0,0,False,True,False
0,3,1,28.0,2,0,1,9.98335,0.0,0,False,True,False
0,1,1,30.0,1,1,1,27.75,3.0,1,False,True,False
1,1,1,49.0,2,0,2,44.5521,3.0,1,False,True,False
0,3,1,28.0,1,1,1,8.05,0.0,0,False,True,False
1,3,1,29.0,1,1,1,7.8958,0.0,0,False,True,False
0,1,1,65.0,1,1,1,26.55,5.0,1,False,True,False
1,1,0,28.0,2,0,1,25.93125,4.0,1,False,False,True
1,2,0,50.0,1,1,1,10.5,0.0,0,True,False,False
0,3,1,28.0,1,1,1,7.75,0.0,0,False,True,False
1,1,1,48.0,1,1,1,26.55,5.0,1,False,True,False
0,3,1,34.0,1,1,1,8.05,0.0,0,False,True,False
0,1,1,47.0,1,1,1,38.5,5.0,1,False,True,False
0,2,1,48.0,1,1,1,13.0,0.0,0,False,True,False
0,3,1,28.0,1,1,1,8.05,0.0,0,False,True,False
0,3,1,38.0,1,1,1,7.05,0.0,0,False,True,False
0,2,1,28.0,1,1,3,0.0,0.0,0,False,True,False
0,1,1,56.0,1,1,1,26.55,0.0,0,False,True,False
0,3,1,28.0,1,1,1,7.725,0.0,0,False,True,False
1,3,0,0.75,4,0,4,4.814575,0.0,0,True,False,False
0,3,1,28.0,1,1,1,7.25,0.0,0,False,True,False
0,3,1,38.0,1,1,1,8.6625,0.0,0,False,True,False
1,2,0,33.0,4,0,3,6.9375,0.0,0,False,False,True
1,2,0,23.0,1,1,1,13.7917,4.0,1,False,False,True
0,3,0,22.0,1,1,1,9.8375,0.0,0,True,False,False
0,1,1,28.0,1,1,2,52.0,1.0,1,False,True,False
0,2,1,34.0,2,0,2,10.5,0.0,0,False,True,False
0,3,1,29.0,2,0,1,3.5229,0.0,0,False,True,False
0,3,1,22.0,1,1,1,7.5208,0.0,0,False,True,False
1,3,0,2.0,2,0,1,6.14375,0.0,0,True,False,False
0,3,1,9.0,8,0,6,5.8625,0.0,0,False,False,False
0,2,1,28.0,1,1,1,0.0,0.0,0,False,True,False
0,3,1,50.0,1,1,1,8.05,0.0,0,False,True,False
1,3,0,63.0,1,1,1,9.5875,0.0,0,False,False,True
1,1,1,25.0,2,0,2,45.5396,2.0,1,False,True,False
0,3,0,28.0,5,0,4,5.09334,0.0,0,True,False,False
1,1,0,35.0,2,0,2,45.0,3.0,1,False,False,True
0,1,1,58.0,1,1,1,29.7,2.0,1,False,True,False
0,3,1,30.0,1,1,1,8.05,0.0,0,False,True,False
1,3,1,9.0,3,0,2,5.3,0.0,0,False,False,False
0,3,1,28.0,2,0,1,9.98335,0.0,0,False,True,False
0,3,1,21.0,1,1,1,7.25,0.0,0,False,True,False
0,1,1,55.0,1,1,1,30.5,3.0,1,False,True,False
0,1,1,71.0,1,1,1,49.5042,0.0,0,False,True,False
0,3,1,21.0,1,1,1,8.05,0.0,0,False,True,False
0,3,1,28.0,1,1,2,14.4583,0.0,0,False,True,False
1,1,0,54.0,2,0,2,39.13335,4.0,1,True,False,False
0,3,1,28.0,1,1,1,15.1,0.0,0,False,True,False
0,1,0,25.0,4,0,4,37.8875,3.0,1,False,False,True
0,3,1,24.0,1,1,1,7.7958,0.0,0,False,True,False
0,3,1,17.0,1,1,1,8.6625,0.0,0,False,True,False
0,3,0,21.0,1,1,1,7.75,0.0,0,True,False,False
0,3,0,28.0,1,1,1,7.6292,0.0,0,True,False,False
0,3,0,37.0,1,1,1,9.5875,0.0,0,True,False,False
1,1,0,16.0,1,1,3,86.5,2.0,1,True,False,False
0,1,1,18.0,2,0,2,54.45,3.0,1,False,True,False
1,2,0,33.0,3,0,2,8.666666666666666,0.0,0,False,False,True
1,1,1,28.0,1,1,1,26.55,0.0,0,False,True,False
0,3,1,28.0,1,1,1,22.525,0.0,0,False,True,False
1,3,1,26.0,1,1,7,56.4958,0.0,0,False,True,False
1,3,1,29.0,1,1,1,7.75,0.0,0,False,True,False
0,3,1,28.0,1,1,1,8.05,0.0,0,False,True,False
1,1,1,36.0,1,1,1,26.2875,5.0,1,False,True,False
1,1,0,54.0,2,0,1,29.7,0.0,0,False,False,True
0,3,1,24.0,1,1,1,7.4958,0.0,0,False,True,False
0,1,1,47.0,1,1,1,34.0208,4.0,1,False,True,False
1,2,0,34.0,1,1,1,10.5,6.0,1,False,False,True
0,3,1,28.0,1,1,3,24.15,0.0,0,False,True,False
1,2,0,36.0,2,0,1,13.0,0.0,0,False,False,True
0,3,1,32.0,1,1,1,7.8958,0.0,0,False,True,False
1,1,0,30.0,1,1,2,93.5,2.0,1,True,False,False
0,3,1,22.0,1,1,1,7.8958,0.0,0,False,True,False
0,3,1,28.0,1,1,1,7.225,0.0,0,False,True,False
1,1,0,44.0,2,0,2,28.9896,2.0,1,False,False,True
0,3,1,28.0,1,1,1,7.2292,0.0,0,False,True,False
0,3,1,40.5,1,1,1,7.75,0.0,0,False,True,False
1,2,0,50.0,1,1,1,10.5,0.0,0,True,False,False
0,1,1,28.0,1,1,1,221.7792,3.0,1,False,True,False
0,3,1,39.0,1,1,1,7.925,0.0,0,False,True,False
0,2,1,23.0,4,0,1,2.875,0.0,0,False,True,False
1,2,0,2.0,3,0,2,8.666666666666666,0.0,0,True,False,False
0,3,1,28.0,1,1,1,7.2292,0.0,0,False,True,False
0,3,1,17.0,3,0,1,2.409733333333333,0.0,0,False,True,False
1,3,0,28.0,3,0,2,7.452766666666666,0.0,0,False,False,True
0,3,0,30.0,1,1,1,8.6625,0.0,0,True,False,False
1,2,0,7.0,3,0,3,8.75,0.0,0,True,False,False
0,1,1,45.0,1,1,1,26.55,2.0,1,False,False,False
1,1,0,30.0,1,1,2,106.425,0.0,0,True,False,False
0,3,1,28.0,1,1,1,14.5,0.0,0,False,True,False
1,1,0,22.0,3,0,1,16.5,2.0,1,True,False,False
1,1,0,36.0,3,0,2,23.666666666666668,2.0,1,True,False,False
0,3,0,9.0,7,0,7,4.467857142857143,0.0,0,True,False,False
0,3,0,11.0,7,0,7,4.467857142857143,0.0,0,True,False,False
1,2,1,32.0,2,0,2,13.0,0.0,0,False,True,False
0,1,1,50.0,2,0,2,53.2125,3.0,1,False,True,False
0,1,1,64.0,1,1,1,26.0,0.0,0,False,True,False
1,2,0,19.0,2,0,2,13.0,0.0,0,False,False,True
1,2,1,28.0,1,1,1,13.8625,0.0,0,False,True,False
0,3,1,33.0,3,0,3,6.841666666666666,0.0,0,False,True,False
1,2,1,8.0,3,0,2,12.25,0.0,0,False,False,False
1,1,1,17.0,3,0,4,36.9611,3.0,1,False,True,False
0,2,1,27.0,1,1,1,26.0,0.0,0,False,True,False
0,3,1,28.0,1,1,1,7.8292,0.0,0,False,True,False
1,3,1,22.0,1,1,1,7.225,0.0,0,False,True,False
1,3,0,22.0,1,1,1,7.775,0.0,0,True,False,False
0,1,1,62.0,1,1,1,26.55,0.0,0,False,True,False
1,1,0,48.0,2,0,1,19.8,1.0,1,False,False,False
0,1,1,28.0,1,1,4,227.525,0.0,0,False,True,False
1,1,0,39.0,3,0,3,26.55,5.0,1,False,False,True
1,3,0,36.0,2,0,1,8.7,0.0,0,False,False,True
0,3,1,28.0,1,1,1,7.75,0.0,0,False,True,False
0,3,1,40.0,1,1,1,7.8958,0.0,0,False,True,False
0,2,1,28.0,1,1,1,13.5,0.0,0,False,True,False
0,3,1,28.0,1,1,1,8.05,0.0,0,False,True,False
0,3,0,28.0,1,1,1,8.05,0.0,0,True,False,False
0,3,1,24.0,3,0,2,8.049999999999999,0.0,0,False,True,False
0,3,1,19.0,1,1,1,7.8958,0.0,0,False,True,False
0,3,0,29.0,5,0,4,4.215,0.0,0,False,False,True
0,3,1,28.0,1,1,1,7.2292,0.0,0,False,True,False
1,3,1,32.0,1,1,1,7.8542,0.0,0,False,True,False
1,2,1,62.0,1,1,1,10.5,0.0,0,False,True,False
1,1,0,53.0,3,0,1,17.15973333333333,3.0,1,False,False,True
1,1,1,36.0,1,1,1,26.3875,5.0,1,False,True,False
1,3,0,28.0,1,1,1,7.75,0.0,0,True,False,False
0,3,1,16.0,1,1,1,8.05,0.0,0,False,True,False
0,3,1,19.0,1,1,2,14.5,0.0,0,False,True,False
1,2,0,34.0,1,1,1,13.0,0.0,0,True,False,False
1,1,0,39.0,2,0,2,27.95,5.0,1,False,False,True
0,3,0,28.0,2,0,1,7.22915,0.0,0,False,False,True
1,3,1,32.0,1,1,1,7.925,0.0,0,False,True,False
1,2,0,25.0,3,0,1,10.0,0.0,0,True,False,False
1,1,0,39.0,3,0,4,36.9611,3.0,1,False,False,True
0,2,1,54.0,1,1,2,26.0,0.0,0,False,True,False
0,1,1,36.0,1,1,1,40.125,1.0,1,False,True,False
0,3,1,28.0,1,1,1,8.7125,0.0,0,False,True,False
1,1,0,18.0,3,0,3,26.55,5.0,1,True,False,False
0,2,1,47.0,1,1,1,15.0,0.0,0,False,True,False
1,1,1,60.0,3,0,1,26.4,2.0,1,False,True,False
0,3,1,22.0,1,1,1,8.05,0.0,0,False,True,False
0,3,1,28.0,1,1,1,8.05,0.0,0,False,True,False
0,3,1,35.0,1,1,1,7.125,0.0,0,False,True,False
1,1,0,52.0,2,0,2,39.13335,4.0,1,False,False,True
0,3,1,47.0,1,1,1,7.25,0.0,0,False,True,False
0,3,0,28.0,3,0,1,2.583333333333333,0.0,0,True,False,False
0,2,1,37.0,2,0,1,13.0,0.0,0,False,True,False
0,3,1,36.0,3,0,3,8.049999999999999,0.0,0,False,True,False
1,2,0,28.0,1,1,3,33.0,0.0,0,True,False,False
0,3,1,49.0,1,1,4,0.0,0.0,0,False,True,False
0,3,1,28.0,1,1,1,7.225,0.0,0,False,True,False
1,1,1,49.0,2,0,2,28.4646,1.0,1,False,False,False
1,2,0,24.0,4,0,2,6.75,0.0,0,False,False,True
0,3,1,28.0,1,1,1,7.8958,0.0,0,False,True,False
0,1,1,28.0,1,1,1,42.4,0.0,0,False,True,False
0,3,1,44.0,1,1,1,8.05,0.0,0,False,True,False
1,1,1,35.0,1,1,1,26.55,0.0,0,False,True,False
0,3,1,36.0,2,0,1,7.775,0.0,0,False,True,False
0,3,1,30.0,1,1,1,7.8958,0.0,0,False,True,False
1,1,1,27.0,1,1,1,30.5,0.0,0,False,True,False
1,2,0,22.0,4,0,3,10.3948,0.0,0,False,False,True
1,1,0,40.0,1,1,3,153.4625,3.0,1,True,False,False
0,3,0,39.0,7,0,7,4.467857142857143,0.0,0,False,False,True
0,3,1,28.0,1,1,1,7.05,0.0,0,False,True,False
1,3,0,28.0,2,0,2,7.75,0.0,0,True,False,False
0,3,1,28.0,1,1,1,7.75,0.0,0,False,True,False
0,3,1,35.0,1,1,1,8.05,0.0,0,False,True,False
1,2,0,24.0,4,0,2,16.25,0.0,0,True,False,False
0,3,1,34.0,3,0,2,4.8,0.0,0,False,True,False
0,3,0,26.0,2,0,2,8.05,0.0,0,False,False,True
1,2,0,4.0,4,0,2,9.75,6.0,1,True,False,False
0,2,1,26.0,1,1,1,10.5,0.0,0,False,True,False
0,3,1,27.0,2,0,2,7.2271,0.0,0,False,True,False
1,1,1,42.0,2,0,1,26.2771,4.0,1,False,True,False
1,3,1,20.0,3,0,2,5.247233333333333,0.0,0,False,True,False
0,3,1,21.0,1,1,1,7.8542,0.0,0,False,True,False
0,3,1,21.0,1,1,2,16.1,0.0,0,False,True,False
0,1,1,61.0,1,1,1,32.3208,4.0,1,False,True,False
0,2,1,57.0,1,1,1,12.35,0.0,0,False,False,False
1,1,0,21.0,1,1,3,77.9583,4.0,1,True,False,False
0,3,1,26.0,1,1,1,7.8958,0.0,0,False,True,False
0,3,1,28.0,1,1,1,7.7333,0.0,0,False,True,False
1,1,1,80.0,1,1,1,30.0,1.0,1,False,True,False
0,3,1,51.0,1,1,1,7.0542,0.0,0,False,True,False
1,1,1,32.0,1,1,1,30.5,2.0,1,False,False,False
0,1,1,28.0,1,1,1,0.0,0.0,0,False,True,False
0,3,0,9.0,6,0,6,4.65,0.0,0,True,False,False
1,2,0,28.0,1,1,1,13.0,0.0,0,True,False,False
0,3,1,32.0,1,1,1,7.925,0.0,0,False,True,False
0,2,1,31.0,3,0,3,8.75,0.0,0,False,True,False
0,3,0,41.0,6,0,6,6.614583333333333,0.0,0,False,False,True
0,3,1,28.0,2,0,2,8.05,0.0,0,False,True,False
0,3,1,20.0,1,1,1,7.8542,0.0,0,False,True,False
1,1,0,24.0,1,1,2,69.3,2.0,1,False,False,False
0,3,0,2.0,6,0,6,4.65,0.0,0,True,False,False
1,3,1,28.0,1,1,7,56.4958,0.0,0,False,True,False
1,3,0,0.75,4,0,4,4.814575,0.0,0,True,False,False
1,1,1,48.0,2,0,3,38.3646,4.0,1,False,True,False
0,3,1,19.0,1,1,1,7.8958,0.0,0,False,True,False
1,1,1,56.0,1,1,1,35.5,1.0,1,False,False,False
0,3,1,28.0,1,1,1,7.55,0.0,0,False,True,False
1,3,0,23.0,1,1,1,7.55,0.0,0,True,False,False
0,3,1,28.0,1,1,1,7.8958,0.0,0,False,True,False
1,2,0,18.0,2,0,2,11.5,0.0,0,True,False,False
0,3,1,21.0,1,1,1,8.4333,0.0,0,False,True,False
1,3,0,28.0,1,1,1,7.8292,0.0,0,True,False,False
0,3,0,18.0,1,1,1,6.75,0.0,0,True,False,False
0,2,1,24.0,3,0,5,24.5,0.0,0,False,True,False
0,3,1,28.0,1,1,1,7.8958,0.0,0,False,True,False
0,3,0,32.0,3,0,2,5.166666666666667,0.0,0,False,False,True
0,2,1,23.0,1,1,1,13.0,0.0,0,False,True,False
0,1,1,58.0,3,0,3,37.75833333333333,4.0,1,False,True,False
1,1,1,50.0,3,0,2,44.55,0.0,0,False,False,False
0,3,1,40.0,1,1,1,7.225,0.0,0,False,True,False
0,1,1,47.0,1,1,1,25.5875,5.0,1,False,True,False
0,3,1,36.0,1,1,1,7.4958,0.0,0,False,True,False
1,3,1,20.0,2,0,1,3.9625,0.0,0,False,True,False
0,2,1,32.0,3,0,5,24.5,0.0,0,False,True,False
0,2,1,25.0,1,1,1,13.0,0.0,0,False,True,False
0,3,1,28.0,1,1,1,7.775,0.0,0,False,True,False
0,3,1,43.0,1,1,1,8.05,0.0,0,False,True,False
1,1,0,28.0,2,0,2,26.0,3.0,1,False,False,True
1,2,0,40.0,3,0,2,13.0,0.0,0,False,False,True
0,1,1,31.0,2,0,1,26.0,2.0,1,False,True,False
0,2,1,70.0,1,1,1,10.5,0.0,0,False,True,False
1,2,1,31.0,1,1,1,13.0,0.0,0,False,True,False
0,2,1,28.0,1,1,1,0.0,0.0,0,False,True,False
0,3,1,18.0,1,1,1,7.775,0.0,0,False,True,False
0,3,1,24.5,1,1,1,8.05,0.0,0,False,True,False
1,3,0,18.0,1,1,1,9.8417,0.0,0,True,False,False
0,3,0,43.0,8,0,6,5.8625,0.0,0,False,False,True
1,1,1,36.0,2,0,3,256.1646,2.0,1,False,True,False
0,3,0,28.0,1,1,1,8.1375,0.0,0,True,False,False
1,1,1,27.0,1,1,3,76.7292,4.0,1,False,True,False
0,3,1,20.0,1,1,1,9.225,0.0,0,False,True,False
0,3,1,14.0,8,0,6,5.8625,0.0,0,False,True,False
0,2,1,60.0,3,0,2,13.0,0.0,0,False,True,False
0,2,1,25.0,4,0,3,10.3948,0.0,0,False,True,False
0,3,1,14.0,6,0,6,6.614583333333333,0.0,0,False,True,False
0,3,1,19.0,1,1,1,10.1708,0.0,0,False,True,False
0,3,1,18.0,1,1,1,7.7958,0.0,0,False,True,False
1,1,0,15.0,2,0,3,105.66875,2.0,1,True,False,False
1,1,1,31.0,2,0,2,28.5,2.0,1,False,True,False
1,3,0,4.0,2,0,1,6.70835,0.0,0,True,False,False
1,3,1,28.0,1,1,7,56.4958,0.0,0,False,True,False
0,3,1,25.0,1,1,1,7.225,0.0,0,False,True,False
0,1,1,60.0,1,1,1,26.55,0.0,0,False,False,False
0,2,1,52.0,1,1,1,13.5,0.0,0,False,True,False
0,3,1,44.0,1,1,1,8.05,0.0,0,False,True,False
1,3,0,28.0,1,1,1,7.7333,0.0,0,True,False,False
0,1,1,49.0,3,0,4,36.9611,3.0,1,False,True,False
0,3,1,42.0,1,1,1,7.65,6.0,1,False,True,False
1,1,0,18.0,2,0,4,113.7625,3.0,1,False,False,True
1,1,1,35.0,1,1,1,26.2875,5.0,1,False,True,False
0,3,0,18.0,2,0,2,7.2271,0.0,0,True,False,False
0,3,1,25.0,1,1,1,7.7417,0.0,0,False,True,False
0,3,1,26.0,2,0,1,3.9271,0.0,0,False,True,False
0,2,1,39.0,1,1,2,26.0,0.0,0,False,True,False
1,2,0,45.0,1,1,1,13.5,0.0,0,False,False,True
1,1,1,42.0,1,1,1,26.2875,5.0,1,False,True,False
1,1,0,22.0,1,1,4,151.55,0.0,0,True,False,False
1,3,1,28.0,3,0,2,5.081933333333333,0.0,0,False,False,False
1,1,0,24.0,1,1,1,49.5042,3.0,1,False,False,False
0,1,1,28.0,1,1,1,26.55,3.0,1,False,True,False
1,1,1,48.0,2,0,2,26.0,3.0,1,False,True,False
0,3,1,29.0,1,1,1,9.4833,0.0,0,False,True,False
0,2,1,52.0,1,1,2,13.0,0.0,0,False,True,False
0,3,1,19.0,1,1,1,7.65,6.0,1,False,True,False
1,1,0,38.0,1,1,4,227.525,3.0,1,True,False,False
1,2,0,27.0,1,1,1,10.5,5.0,1,True,False,False
0,3,1,28.0,1,1,1,15.5,0.0,0,False,True,False
0,3,1,33.0,1,1,1,7.775,0.0,0,False,True,False
1,2,0,6.0,2,0,3,16.5,0.0,0,True,False,False
0,3,1,17.0,2,0,1,3.5271,0.0,0,False,True,False
0,2,1,34.0,1,1,1,13.0,0.0,0,False,True,False
0,2,1,50.0,1,1,1,13.0,0.0,0,False,True,False
1,1,1,27.0,2,0,2,26.55,5.0,1,False,True,False
0,3,1,20.0,1,1,1,8.6625,0.0,0,False,True,False
1,2,0,30.0,4,0,2,5.25,0.0,0,False,False,True
1,3,0,28.0,1,1,1,7.7375,0.0,0,True,False,False
0,2,1,25.0,2,0,1,13.0,0.0,0,False,True,False
0,3,0,25.0,2,0,1,3.9625,0.0,0,True,False,False
1,1,0,29.0,1,1,3,211.3375,2.0,1,True,False,False
0,3,1,11.0,1,1,2,18.7875,0.0,0,False,True,False
0,2,1,28.0,1,1,1,0.0,0.0,0,False,True,False
0,2,1,23.0,1,1,1,13.0,0.0,0,False,True,False
0,2,1,23.0,1,1,1,13.0,0.0,0,False,True,False
0,3,1,28.5,1,1,2,16.1,0.0,0,False,True,False
0,3,0,48.0,5,0,4,6.875,0.0,0,False,False,True
1,1,1,35.0,1,1,3,512.3292,2.0,1,False,True,False
0,3,1,28.0,1,1,1,7.8958,0.0,0,False,True,False
0,3,1,28.0,1,1,1,7.8958,0.0,0,False,True,False
1,1,1,28.0,1,1,1,30.0,4.0,1,False,True,False
0,1,1,36.0,2,0,2,39.425,3.0,1,False,True,False
1,1,0,21.0,5,0,2,52.475,2.0,1,True,False,False
0,3,1,24.0,2,0,1,8.05,0.0,0,False,True,False
1,3,1,31.0,1,1,1,7.925,0.0,0,False,True,False
0,1,1,70.0,3,0,2,23.666666666666668,2.0,1,False,False,False
0,3,1,16.0,3,0,2,6.75,0.0,0,False,True,False
1,2,0,30.0,1,1,1,13.0,0.0,0,True,False,False
0,1,1,19.0,2,0,1,26.55,4.0,1,False,True,False
0,3,1,31.0,1,1,1,7.75,0.0,0,False,True,False
1,2,0,4.0,3,0,1,7.666666666666667,0.0,0,True,False,False
1,3,1,6.0,2,0,2,6.2375,5.0,1,False,False,False
0,3,1,33.0,1,1,1,9.5,0.0,0,False,True,False
0,3,1,23.0,1,1,1,7.8958,0.0,0,False,True,False
1,2,0,48.0,4,0,2,16.25,0.0,0,False,False,True
1,2,1,0.67,3,0,2,4.833333333333333,0.0,0,False,False,False
0,3,1,28.0,1,1,1,7.7958,0.0,0,False,True,False
0,2,1,18.0,1,1,1,11.5,0.0,0,False,True,False
0,3,1,34.0,1,1,1,8.05,0.0,0,False,True,False
1,1,0,33.0,1,1,3,86.5,2.0,1,False,False,False
0,3,1,28.0,1,1,2,14.5,0.0,0,False,True,False
0,3,1,41.0,1,1,1,7.125,0.0,0,False,True,False
1,3,1,20.0,1,1,1,7.2292,0.0,0,False,True,False
1,1,0,36.0,4,0,4,30.0,2.0,1,False,False,True
0,3,1,16.0,1,1,1,7.775,0.0,0,False,True,False
1,1,0,51.0,2,0,3,38.97915,4.0,1,False,False,True
0,1,1,28.0,1,1,1,39.6,0.0,0,False,False,False
0,3,0,30.5,1,1,1,7.75,0.0,0,True,False,False
0,3,1,28.0,2,0,3,12.075,0.0,0,False,True,False
0,3,1,32.0,1,1,1,8.3625,0.0,0,False,True,False
0,3,1,24.0,1,1,1,9.5,0.0,0,False,True,False
0,3,1,48.0,1,1,1,7.8542,0.0,0,False,True,False
0,2,0,57.0,1,1,2,10.5,5.0,1,False,False,True
0,3,1,28.0,1,1,1,7.225,0.0,0,False,True,False
1,2,0,54.0,5,0,1,4.6,0.0,0,False,False,True
0,3,1,18.0,1,1,1,7.75,0.0,0,False,True,False
0,3,1,28.0,1,1,1,7.75,6.0,1,False,True,False
1,3,0,5.0,1,1,2,12.475,0.0,0,True,False,False
0,3,1,28.0,1,1,1,7.7375,0.0,0,False,True,False
1,1,0,43.0,2,0,3,105.66875,2.0,1,False,False,True
1,3,0,13.0,1,1,1,7.2292,0.0,0,True,False,False
1,1,0,17.0,2,0,2,28.5,2.0,1,False,False,True
0,1,1,29.0,1,1,1,30.0,4.0,1,False,True,False
0,3,1,28.0,4,0,2,5.8625,0.0,0,False,True,False
0,3,1,25.0,1,1,1,7.05,0.0,0,False,True,False
0,3,1,25.0,1,1,1,7.25,0.0,0,False,True,False
1,3,0,18.0,1,1,1,7.4958,0.0,0,True,False,False
0,3,1,8.0,6,0,5,4.854166666666667,0.0,0,False,False,False
1,3,1,1.0,4,0,2,5.14375,0.0,0,False,False,False
0,1,1,46.0,1,1,2,79.2,2.0,1,False,True,False
0,3,1,28.0,1,1,1,7.75,0.0,0,False,True,False
0,2,1,16.0,1,1,2,26.0,0.0,0,False,True,False
0,3,0,28.0,11,0,7,6.322727272727272,0.0,0,True,False,False
0,1,1,28.0,1,1,1,30.6958,0.0,0,False,True,False
0,3,1,25.0,1,1,1,7.8958,0.0,0,False,True,False
0,2,1,39.0,1,1,1,13.0,0.0,0,False,True,False
1,1,0,49.0,1,1,1,25.9292,4.0,1,False,False,False
1,3,0,31.0,1,1,1,8.6833,0.0,0,False,False,True
0,3,1,30.0,1,1,1,7.2292,0.0,0,False,True,False
0,3,0,30.0,3,0,3,8.049999999999999,0.0,0,False,False,True
0,2,1,34.0,1,1,2,13.0,0.0,0,False,True,False
1,2,0,31.0,3,0,3,8.75,0.0,0,False,False,True
1,1,1,11.0,4,0,4,30.0,2.0,1,False,False,False
1,3,1,0.42,2,0,1,4.25835,0.0,0,False,False,False
1,3,1,27.0,1,1,1,6.975,0.0,0,False,True,False
0,3,1,31.0,1,1,1,7.775,0.0,0,False,True,False
0,1,1,39.0,1,1,1,0.0,1.0,1,False,True,False
0,3,0,18.0,1,1,1,7.775,0.0,0,True,False,False
0,2,1,39.0,1,1,1,13.0,0.0,0,False,True,False
1,1,0,33.0,2,0,2,26.55,5.0,1,False,False,True
0,3,1,26.0,1,1,1,7.8875,0.0,0,False,True,False
0,3,1,39.0,1,1,2,24.15,0.0,0,False,True,False
0,2,1,35.0,1,1,1,10.5,0.0,0,False,True,False
0,3,0,6.0,7,0,7,4.467857142857143,0.0,0,True,False,False
0,3,1,30.5,1,1,1,8.05,0.0,0,False,True,False
0,1,1,28.0,1,1,1,0.0,2.0,1,False,True,False
0,3,0,23.0,1,1,1,7.925,0.0,0,True,False,False
0,2,1,31.0,3,0,2,12.334733333333332,0.0,0,False,True,False
0,3,1,43.0,1,1,1,6.45,0.0,0,False,True,False
0,3,1,10.0,6,0,6,4.65,0.0,0,False,False,False
1,1,0,52.0,3,0,2,31.166666666666668,2.0,1,False,False,True
1,3,1,27.0,1,1,1,8.6625,0.0,0,False,True,False
0,1,1,38.0,1,1,1,0.0,0.0,0,False,False,False
1,3,0,27.0,2,0,2,6.2375,5.0,1,False,False,True
0,3,1,2.0,6,0,6,6.614583333333333,0.0,0,False,False,False
0,3,1,28.0,1,1,1,6.95,0.0,0,False,True,False
0,3,1,28.0,1,1,7,56.4958,0.0,0,False,True,False
1,2,1,1.0,3,0,2,12.334733333333332,0.0,0,False,False,False
1,3,1,28.0,1,1,1,7.75,0.0,0,False,True,False
1,1,0,62.0,1,1,2,80.0,2.0,1,False,False,True
1,3,0,15.0,2,0,2,7.2271,0.0,0,False,False,True
1,2,1,0.83,3,0,3,6.25,0.0,0,False,False,False
0,3,1,28.0,1,1,1,7.2292,0.0,0,False,True,False
0,3,1,23.0,1,1,1,7.8542,0.0,0,False,True,False
0,3,1,18.0,1,1,1,8.3,0.0,0,False,True,False
1,1,0,39.0,3,0,1,27.71943333333333,5.0,1,True,False,False
0,3,1,21.0,1,1,1,8.6625,0.0,0,False,True,False
0,3,1,28.0,1,1,1,8.05,0.0,0,False,True,False
1,3,1,32.0,1,1,7,56.4958,0.0,0,False,True,False
1,1,1,28.0,1,1,1,29.7,3.0,1,False,True,False
0,3,1,20.0,1,1,1,7.925,0.0,0,False,True,False
0,2,1,16.0,1,1,2,10.5,0.0,0,False,True,False
1,1,0,30.0,1,1,2,31.0,0.0,0,True,False,False
0,3,1,34.5,1,1,1,6.4375,0.0,0,False,True,False
0,3,1,17.0,1,1,1,8.6625,0.0,0,False,True,False
0,3,1,42.0,1,1,1,7.55,0.0,0,False,True,False
0,3,1,28.0,11,0,7,6.322727272727272,0.0,0,False,True,False
