PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,FamilySize,IsAlone,TicketGroupSize,Fare,FarePerPerson,FarePerTicketPerson,Cabin,Deck,has_cabin,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Other,Embarked_C,Embarked_Q,Embarked_S
231,1,1,0,35.0,1,0,2,0,2,83.475,41.7375,41.7375,C83,3.0,1,False,False,False,True,False,False,False,True
232,0,3,1,29.0,0,0,1,1,1,7.775,7.775,7.775,,0.0,0,False,False,True,False,False,False,False,True
233,0,2,1,59.0,0,0,1,1,1,13.5,13.5,13.5,,0.0,0,False,False,True,False,False,False,False,True
234,1,3,0,5.0,4,2,7,0,4,31.3875,4.483928571428572,7.846875,,0.0,0,False,True,False,False,False,False,False,True
235,0,2,1,24.0,0,0,1,1,1,10.5,10.5,10.5,,0.0,0,False,False,True,False,False,False,False,True
236,0,3,0,28.0,0,0,1,1,1,7.55,7.55,7.55,,0.0,0,False,True,False,False,False,False,False,True
237,0,2,1,44.0,1,0,2,0,1,26.0,13.0,26.0,,0.0,0,False,False,True,False,False,False,False,True
238,1,2,0,8.0,0,2,3,0,3,26.25,8.75,8.75,,0.0,0,False,True,False,False,False,False,False,True
239,0,2,1,19.0,0,0,1,1,1,10.5,10.5,10.5,,0.0,0,False,False,True,False,False,False,False,True
240,0,2,1,33.0,0,0,1,1,1,12.275,12.275,12.275,,0.0,0,False,False,True,False,False,False,False,True
241,0,3,0,28.0,1,0,2,0,2,14.4542,7.2271,7.2271,,0.0,0,False,True,False,False,False,True,False,False
242,1,3,0,28.0,1,0,2,0,2,15.5,7.75,7.75,,0.0,0,False,True,False,False,False,False,True,False
243,0,2,1,29.0,0,0,1,1,1,10.5,10.5,10.5,,0.0,0,False,False,True,False,False,False,False,True
244,0,3,1,22.0,0,0,1,1,1,7.125,7.125,7.125,,0.0,0,False,False,True,False,False,False,False,True
245,0,3,1,30.0,0,0,1,1,1,7.225,7.225,7.225,,0.0,0,False,False,True,False,False,True,False,False
246,0,1,1,44.0,2,0,3,0,2,90.0,30.0,45.0,C78,3.0,1,False,False,False,False,True,False,True,False
247,0,3,0,25.0,0,0,1,1,1,7.775,7.775,7.775,,0.0,0,False,True,False,False,False,False,False,True
248,1,2,0,24.0,0,2,3,0,2,14.5,4.833333333333333,7.25,,0.0,0,False,False,False,True,False,False,False,True
249,1,1,1,37.0,1,1,3,0,2,52.5542,17.518066666666666,26.2771,D35,4.0,1,False,False,True,False,False,False,False,True
250,0,2,1,54.0,1,0,2,0,2,26.0,13.0,13.0,,0.0,0,False,False,False,False,True,False,False,True
251,0,3,1,28.0,0,0,1,1,1,7.25,7.25,7.25,,0.0,0,False,False,True,False,False,False,False,True
252,0,3,0,29.0,1,1,3,0,2,10.4625,3.4875000000000003,5.23125,G6,0.0,1,False,False,False,True,False,False,False,True
253,0,1,1,62.0,0,0,1,1,1,26.55,26.55,26.55,C87,3.0,1,False,False,True,False,False,False,False,True
254,0,3,1,30.0,1,0,2,0,2,16.1,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
255,0,3,0,41.0,0,2,3,0,2,20.2125,6.7375,10.10625,,0.0,0,False,False,False,True,False,False,False,True
256,1,3,0,29.0,0,2,3,0,1,15.2458,5.081933333333333,15.2458,,0.0,0,False,False,False,True,False,True,False,False
257,1,1,0,28.0,0,0,1,1,1,79.2,79.2,79.2,,0.0,0,False,False,False,True,False,True,False,False
258,1,1,0,30.0,0,0,1,1,3,86.5,86.5,28.833333333333332,B77,2.0,1,False,True,False,False,False,False,False,True
259,1,1,0,35.0,0,0,1,1,3,512.3292,512.3292,170.7764,,0.0,0,False,True,False,False,False,True,False,False
260,1,2,0,50.0,0,1,2,0,2,26.0,13.0,13.0,,0.0,0,False,False,False,True,False,False,False,True
261,0,3,1,28.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,False,True,False,False,False,True,False
262,1,3,1,3.0,4,2,7,0,4,31.3875,4.483928571428572,7.846875,,0.0,0,True,False,False,False,False,False,False,True
263,0,1,1,52.0,1,1,3,0,3,79.65,26.55,26.55,E67,5.0,1,False,False,True,False,False,False,False,True
264,0,1,1,40.0,0,0,1,1,1,0.0,0.0,0.0,B94,2.0,1,False,False,True,False,False,False,False,True
265,0,3,0,28.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,True,False,False,False,False,True,False
266,0,2,1,36.0,0,0,1,1,1,10.5,10.5,10.5,,0.0,0,False,False,True,False,False,False,False,True
267,0,3,1,16.0,4,1,6,0,6,39.6875,6.614583333333333,6.614583333333333,,0.0,0,False,False,True,False,False,False,False,True
268,1,3,1,25.0,1,0,2,0,1,7.775,3.8875,7.775,,0.0,0,False,False,True,False,False,False,False,True
269,1,1,0,58.0,0,1,2,0,3,153.4625,76.73125,51.15416666666667,C125,3.0,1,False,False,False,True,False,False,False,True
270,1,1,0,35.0,0,0,1,1,3,135.6333,135.6333,45.211099999999995,C99,3.0,1,False,True,False,False,False,False,False,True
271,0,1,1,28.0,0,0,1,1,2,31.0,31.0,15.5,,0.0,0,False,False,True,False,False,False,False,True
272,1,3,1,25.0,0,0,1,1,4,0.0,0.0,0.0,,0.0,0,False,False,True,False,False,False,False,True
273,1,2,0,41.0,0,1,2,0,2,19.5,9.75,9.75,,0.0,0,False,False,False,True,False,False,False,True
274,0,1,1,37.0,0,1,2,0,1,29.7,14.85,29.7,C118,3.0,1,False,False,True,False,False,True,False,False
275,1,3,0,28.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,True,False,False,False,False,True,False
276,1,1,0,63.0,1,0,2,0,3,77.9583,38.97915,25.986099999999997,D7,4.0,1,False,True,False,False,False,False,False,True
277,0,3,0,45.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,True,False,False,False,False,False,True
278,0,2,1,28.0,0,0,1,1,3,0.0,0.0,0.0,,0.0,0,False,False,True,False,False,False,False,True
279,0,3,1,7.0,4,1,6,0,5,29.125,4.854166666666667,5.825,,0.0,0,True,False,False,False,False,False,True,False
280,1,3,0,35.0,1,1,3,0,2,20.25,6.75,10.125,,0.0,0,False,False,False,True,False,False,False,True
281,0,3,1,65.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,False,True,False,False,False,True,False
282,0,3,1,28.0,0,0,1,1,1,7.8542,7.8542,7.8542,,0.0,0,False,False,True,False,False,False,False,True
283,0,3,1,16.0,0,0,1,1,1,9.5,9.5,9.5,,0.0,0,False,False,True,False,False,False,False,True
284,1,3,1,19.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
285,0,1,1,28.0,0,0,1,1,1,26.0,26.0,26.0,A19,1.0,1,False,False,True,False,False,False,False,True
286,0,3,1,33.0,0,0,1,1,1,8.6625,8.6625,8.6625,,0.0,0,False,False,True,False,False,True,False,False
287,1,3,1,30.0,0,0,1,1,1,9.5,9.5,9.5,,0.0,0,False,False,True,False,False,False,False,True
288,0,3,1,22.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
289,1,2,1,42.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
290,1,3,0,22.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,True,False,False,False,False,True,False
291,1,1,0,26.0,0,0,1,1,2,78.85,78.85,39.425,,0.0,0,False,True,False,False,False,False,False,True
292,1,1,0,19.0,1,0,2,0,2,91.0792,45.5396,45.5396,B49,2.0,1,False,False,False,True,False,True,False,False
293,0,2,1,36.0,0,0,1,1,1,12.875,12.875,12.875,D,4.0,1,False,False,True,False,False,True,False,False
294,0,3,0,24.0,0,0,1,1,1,8.85,8.85,8.85,,0.0,0,False,True,False,False,False,False,False,True
295,0,3,1,24.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
296,0,1,1,28.0,0,0,1,1,1,27.7208,27.7208,27.7208,,0.0,0,False,False,True,False,False,True,False,False
297,0,3,1,23.5,0,0,1,1,1,7.2292,7.2292,7.2292,,0.0,0,False,False,True,False,False,True,False,False
298,0,1,0,2.0,1,2,4,0,4,151.55,37.8875,37.8875,C22 C26,3.0,1,False,True,False,False,False,False,False,True
299,1,1,1,28.0,0,0,1,1,1,30.5,30.5,30.5,C106,3.0,1,False,False,True,False,False,False,False,True
300,1,1,0,50.0,0,1,2,0,2,247.5208,123.7604,123.7604,B58 B60,2.0,1,False,False,False,True,False,True,False,False
301,1,3,0,28.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,True,False,False,False,False,True,False
302,1,3,1,28.0,2,0,3,0,2,23.25,7.75,11.625,,0.0,0,False,False,True,False,False,False,True,False
303,0,3,1,19.0,0,0,1,1,4,0.0,0.0,0.0,,0.0,0,False,False,True,False,False,False,False,True
304,1,2,0,28.0,0,0,1,1,1,12.35,12.35,12.35,E101,5.0,1,False,True,False,False,False,False,True,False
305,0,3,1,28.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
306,1,1,1,0.92,1,2,4,0,4,151.55,37.8875,37.8875,C22 C26,3.0,1,True,False,False,False,False,False,False,True
307,1,1,0,28.0,0,0,1,1,4,110.8833,110.8833,27.720825,,0.0,0,False,True,False,False,False,True,False,False
308,1,1,0,17.0,1,0,2,0,2,108.9,54.45,54.45,C65,3.0,1,False,False,False,True,False,True,False,False
309,0,2,1,30.0,1,0,2,0,2,24.0,12.0,12.0,,0.0,0,False,False,True,False,False,True,False,False
310,1,1,0,30.0,0,0,1,1,2,56.9292,56.9292,28.4646,E36,5.0,1,False,True,False,False,False,True,False,False
311,1,1,0,24.0,0,0,1,1,2,83.1583,83.1583,41.57915,C54,3.0,1,False,True,False,False,False,True,False,False
312,1,1,0,18.0,2,2,5,0,2,262.375,52.475,131.1875,B57 B59 B63 B66,2.0,1,False,True,False,False,False,True,False,False
313,0,2,0,26.0,1,1,3,0,1,26.0,8.666666666666666,26.0,,0.0,0,False,False,False,True,False,False,False,True
314,0,3,1,28.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
315,0,2,1,43.0,1,1,3,0,3,26.25,8.75,8.75,,0.0,0,False,False,True,False,False,False,False,True
316,1,3,0,26.0,0,0,1,1,1,7.8542,7.8542,7.8542,,0.0,0,False,True,False,False,False,False,False,True
317,1,2,0,24.0,1,0,2,0,2,26.0,13.0,13.0,,0.0,0,False,False,False,True,False,False,False,True
318,0,2,1,54.0,0,0,1,1,1,14.0,14.0,14.0,,0.0,0,False,False,False,False,True,False,False,True
319,1,1,0,31.0,0,2,3,0,2,164.8667,54.95556666666667,82.43335,C7,3.0,1,False,True,False,False,False,False,False,True
320,1,1,0,40.0,1,1,3,0,2,134.5,44.833333333333336,67.25,E34,5.0,1,False,False,False,True,False,True,False,False
321,0,3,1,22.0,0,0,1,1,1,7.25,7.25,7.25,,0.0,0,False,False,True,False,False,False,False,True
322,0,3,1,27.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
323,1,2,0,30.0,0,0,1,1,1,12.35,12.35,12.35,,0.0,0,False,True,False,False,False,False,True,False
324,1,2,0,22.0,1,1,3,0,2,29.0,9.666666666666666,14.5,,0.0,0,False,False,False,True,False,False,False,True
325,0,3,1,28.0,8,2,11,0,7,69.55,6.322727272727272,9.935714285714285,,0.0,0,False,False,True,False,False,False,False,True
326,1,1,0,36.0,0,0,1,1,3,135.6333,135.6333,45.211099999999995,C32,3.0,1,False,True,False,False,False,True,False,False
327,0,3,1,61.0,0,0,1,1,1,6.2375,6.2375,6.2375,,0.0,0,False,False,True,False,False,False,False,True
328,1,2,0,36.0,0,0,1,1,1,13.0,13.0,13.0,D,4.0,1,False,False,False,True,False,False,False,True
329,1,3,0,31.0,1,1,3,0,3,20.525,6.841666666666666,6.841666666666666,,0.0,0,False,False,False,True,False,False,False,True
330,1,1,0,16.0,0,1,2,0,2,57.9792,28.9896,28.9896,B18,2.0,1,False,True,False,False,False,True,False,False
331,1,3,0,28.0,2,0,3,0,2,23.25,7.75,11.625,,0.0,0,False,True,False,False,False,False,True,False
332,0,1,1,45.5,0,0,1,1,1,28.5,28.5,28.5,C124,3.0,1,False,False,True,False,False,False,False,True
333,0,1,1,38.0,0,1,2,0,3,153.4625,76.73125,51.15416666666667,C91,3.0,1,False,False,True,False,False,False,False,True
334,0,3,1,16.0,2,0,3,0,2,18.0,6.0,9.0,,0.0,0,False,False,True,False,False,False,False,True
335,1,1,0,28.0,1,0,2,0,2,133.65,66.825,66.825,,0.0,0,False,False,False,True,False,False,False,True
336,0,3,1,28.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
337,0,1,1,29.0,1,0,2,0,2,66.6,33.3,33.3,C2,3.0,1,False,False,True,False,False,False,False,True
338,1,1,0,41.0,0,0,1,1,2,134.5,134.5,67.25,E40,5.0,1,False,True,False,False,False,True,False,False
339,1,3,1,45.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
340,0,1,1,45.0,0,0,1,1,1,35.5,35.5,35.5,T,0.0,1,False,False,True,False,False,False,False,True
341,1,2,1,2.0,1,1,3,0,3,26.0,8.666666666666666,8.666666666666666,F2,6.0,1,True,False,False,False,False,False,False,True
342,1,1,0,24.0,3,2,6,0,4,263.0,43.833333333333336,65.75,C23 C25 C27,3.0,1,False,True,False,False,False,False,False,True
343,0,2,1,28.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
344,0,2,1,25.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
345,0,2,1,36.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
346,1,2,0,24.0,0,0,1,1,1,13.0,13.0,13.0,F33,6.0,1,False,True,False,False,False,False,False,True
347,1,2,0,40.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,True,False,False,False,False,False,True
348,1,3,0,28.0,1,0,2,0,1,16.1,8.05,16.1,,0.0,0,False,False,False,True,False,False,False,True
349,1,3,1,3.0,1,1,3,0,2,15.9,5.3,7.95,,0.0,0,True,False,False,False,False,False,False,True
350,0,3,1,42.0,0,0,1,1,1,8.6625,8.6625,8.6625,,0.0,0,False,False,True,False,False,False,False,True
351,0,3,1,23.0,0,0,1,1,1,9.225,9.225,9.225,,0.0,0,False,False,True,False,False,False,False,True
352,0,1,1,28.0,0,0,1,1,1,35.0,35.0,35.0,C128,3.0,1,False,False,True,False,False,False,False,True
353,0,3,1,15.0,1,1,3,0,1,7.2292,2.409733333333333,7.2292,,0.0,0,False,False,True,False,False,True,False,False
354,0,3,1,25.0,1,0,2,0,2,17.8,8.9,8.9,,0.0,0,False,False,True,False,False,False,False,True
355,0,3,1,28.0,0,0,1,1,1,7.225,7.225,7.225,,0.0,0,False,False,True,False,False,True,False,False
356,0,3,1,28.0,0,0,1,1,1,9.5,9.5,9.5,,0.0,0,False,False,True,False,False,False,False,True
357,1,1,0,22.0,0,1,2,0,2,55.0,27.5,27.5,E33,5.0,1,False,True,False,False,False,False,False,True
358,0,2,0,38.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,True,False,False,False,False,False,True
359,1,3,0,28.0,0,0,1,1,1,7.8792,7.8792,7.8792,,0.0,0,False,True,False,False,False,False,True,False
360,1,3,0,28.0,0,0,1,1,1,7.8792,7.8792,7.8792,,0.0,0,False,True,False,False,False,False,True,False
361,0,3,1,40.0,1,4,6,0,6,27.9,4.6499999999999995,4.6499999999999995,,0.0,0,False,False,True,False,False,False,False,True
362,0,2,1,29.0,1,0,2,0,1,27.7208,13.8604,27.7208,,0.0,0,False,False,True,False,False,True,False,False
363,0,3,0,45.0,0,1,2,0,2,14.4542,7.2271,7.2271,,0.0,0,False,False,False,True,False,True,False,False
364,0,3,1,35.0,0,0,1,1,1,7.05,7.05,7.05,,0.0,0,False,False,True,False,False,False,False,True
365,0,3,1,28.0,1,0,2,0,2,15.5,7.75,7.75,,0.0,0,False,False,True,False,False,False,True,False
366,0,3,1,30.0,0,0,1,1,1,7.25,7.25,7.25,,0.0,0,False,False,True,False,False,False,False,True
367,1,1,0,60.0,1,0,2,0,1,75.25,37.625,75.25,D37,4.0,1,False,False,False,True,False,True,False,False
368,1,3,0,28.0,0,0,1,1,1,7.2292,7.2292,7.2292,,0.0,0,False,False,False,True,False,True,False,False
369,1,3,0,28.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,True,False,False,False,False,True,False
370,1,1,0,24.0,0,0,1,1,2,69.3,69.3,34.65,B35,2.0,1,False,False,False,False,True,True,False,False
371,1,1,1,25.0,1,0,2,0,1,55.4417,27.72085,55.4417,E50,5.0,1,False,False,True,False,False,True,False,False
372,0,3,1,18.0,1,0,2,0,1,6.4958,3.2479,6.4958,,0.0,0,False,False,True,False,False,False,False,True
373,0,3,1,19.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
374,0,1,1,22.0,0,0,1,1,3,135.6333,135.6333,45.211099999999995,,0.0,0,False,False,True,False,False,True,False,False
375,0,3,0,3.0,3,1,5,0,4,21.075,4.215,5.26875,,0.0,0,False,True,False,False,False,False,False,True
376,1,1,0,28.0,1,0,2,0,2,82.1708,41.0854,41.0854,,0.0,0,False,False,False,True,False,True,False,False
377,1,3,0,22.0,0,0,1,1,1,7.25,7.25,7.25,,0.0,0,False,True,False,False,False,False,False,True
378,0,1,1,27.0,0,2,3,0,1,211.5,70.5,211.5,C82,3.0,1,False,False,True,False,False,True,False,False
379,0,3,1,20.0,0,0,1,1,1,4.0125,4.0125,4.0125,,0.0,0,False,False,True,False,False,True,False,False
380,0,3,1,19.0,0,0,1,1,1,7.775,7.775,7.775,,0.0,0,False,False,True,False,False,False,False,True
381,1,1,0,42.0,0,0,1,1,4,227.525,227.525,56.88125,,0.0,0,False,True,False,False,False,True,False,False
382,1,3,0,1.0,0,2,3,0,2,15.7417,5.247233333333333,7.87085,,0.0,0,False,True,False,False,False,True,False,False
383,0,3,1,32.0,0,0,1,1,1,7.925,7.925,7.925,,0.0,0,False,False,True,False,False,False,False,True
384,1,1,0,35.0,1,0,2,0,2,52.0,26.0,26.0,,0.0,0,False,False,False,True,False,False,False,True
385,0,3,1,28.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
386,0,2,1,18.0,0,0,1,1,5,73.5,73.5,14.7,,0.0,0,False,False,True,False,False,False,False,True
387,0,3,1,1.0,5,2,8,0,6,46.9,5.8625,7.816666666666666,,0.0,0,True,False,False,False,False,False,False,True
388,1,2,0,36.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,True,False,False,False,False,False,True
389,0,3,1,28.0,0,0,1,1,1,7.7292,7.7292,7.7292,,0.0,0,False,False,True,False,False,False,True,False
390,1,2,0,17.0,0,0,1,1,1,12.0,12.0,12.0,,0.0,0,False,True,False,False,False,True,False,False
391,1,1,1,36.0,1,2,4,0,4,120.0,30.0,30.0,B96 B98,2.0,1,False,False,True,False,False,False,False,True
392,1,3,1,21.0,0,0,1,1,1,7.7958,7.7958,7.7958,,0.0,0,False,False,True,False,False,False,False,True
393,0,3,1,28.0,2,0,3,0,1,7.925,2.6416666666666666,7.925,,0.0,0,False,False,True,False,False,False,False,True
394,1,1,0,23.0,1,0,2,0,3,113.275,56.6375,37.75833333333333,D36,4.0,1,False,True,False,False,False,True,False,False
395,1,3,0,24.0,0,2,3,0,2,16.7,5.566666666666666,8.35,G6,0.0,1,False,False,False,True,False,False,False,True
396,0,3,1,22.0,0,0,1,1,1,7.7958,7.7958,7.7958,,0.0,0,False,False,True,False,False,False,False,True
397,0,3,0,31.0,0,0,1,1,1,7.8542,7.8542,7.8542,,0.0,0,False,True,False,False,False,False,False,True
398,0,2,1,46.0,0,0,1,1,2,26.0,26.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
399,0,2,1,23.0,0,0,1,1,1,10.5,10.5,10.5,,0.0,0,False,False,False,False,True,False,False,True
400,1,2,0,28.0,0,0,1,1,1,12.65,12.65,12.65,,0.0,0,False,False,False,True,False,False,False,True
401,1,3,1,39.0,0,0,1,1,1,7.925,7.925,7.925,,0.0,0,False,False,True,False,False,False,False,True
402,0,3,1,26.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
403,0,3,0,21.0,1,0,2,0,1,9.825,4.9125,9.825,,0.0,0,False,True,False,False,False,False,False,True
404,0,3,1,28.0,1,0,2,0,2,15.85,7.925,7.925,,0.0,0,False,False,True,False,False,False,False,True
405,0,3,0,20.0,0,0,1,1,1,8.6625,8.6625,8.6625,,0.0,0,False,True,False,False,False,False,False,True
406,0,2,1,34.0,1,0,2,0,1,21.0,10.5,21.0,,0.0,0,False,False,True,False,False,False,False,True
407,0,3,1,51.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,False,True,False,False,False,False,True
408,1,2,1,3.0,1,1,3,0,3,18.75,6.25,6.25,,0.0,0,True,False,False,False,False,False,False,True
409,0,3,1,21.0,0,0,1,1,1,7.775,7.775,7.775,,0.0,0,False,False,True,False,False,False,False,True
410,0,3,0,28.0,3,1,5,0,4,25.4667,5.0933399999999995,6.366675,,0.0,0,False,True,False,False,False,False,False,True
411,0,3,1,28.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
412,0,3,1,28.0,0,0,1,1,1,6.8583,6.8583,6.8583,,0.0,0,False,False,True,False,False,False,True,False
413,1,1,0,33.0,1,0,2,0,2,90.0,45.0,45.0,C78,3.0,1,False,True,False,False,False,False,True,False
414,0,2,1,28.0,0,0,1,1,3,0.0,0.0,0.0,,0.0,0,False,False,True,False,False,False,False,True
415,1,3,1,44.0,0,0,1,1,1,7.925,7.925,7.925,,0.0,0,False,False,True,False,False,False,False,True
416,0,3,0,28.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,False,True,False,False,False,True
417,1,2,0,34.0,1,1,3,0,1,32.5,10.833333333333334,32.5,,0.0,0,False,False,False,True,False,False,False,True
418,1,2,0,18.0,0,2,3,0,1,13.0,4.333333333333333,13.0,,0.0,0,False,True,False,False,False,False,False,True
419,0,2,1,30.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
420,0,3,0,10.0,0,2,3,0,3,24.15,8.049999999999999,8.049999999999999,,0.0,0,False,True,False,False,False,False,False,True
421,0,3,1,28.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,True,False,False
422,0,3,1,21.0,0,0,1,1,1,7.7333,7.7333,7.7333,,0.0,0,False,False,True,False,False,False,True,False
423,0,3,1,29.0,0,0,1,1,1,7.875,7.875,7.875,,0.0,0,False,False,True,False,False,False,False,True
424,0,3,0,28.0,1,1,3,0,2,14.4,4.8,7.2,,0.0,0,False,False,False,True,False,False,False,True
425,0,3,1,18.0,1,1,3,0,2,20.2125,6.7375,10.10625,,0.0,0,False,False,True,False,False,False,False,True
426,0,3,1,28.0,0,0,1,1,1,7.25,7.25,7.25,,0.0,0,False,False,True,False,False,False,False,True
427,1,2,0,28.0,1,0,2,0,1,26.0,13.0,26.0,,0.0,0,False,False,False,True,False,False,False,True
428,1,2,0,19.0,0,0,1,1,2,26.0,26.0,13.0,,0.0,0,False,True,False,False,False,False,False,True
429,0,3,1,28.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,False,True,False,False,False,True,False
430,1,3,1,32.0,0,0,1,1,1,8.05,8.05,8.05,E10,5.0,1,False,False,True,False,False,False,False,True
431,1,1,1,28.0,0,0,1,1,1,26.55,26.55,26.55,C52,3.0,1,False,False,True,False,False,False,False,True
432,1,3,0,28.0,1,0,2,0,2,16.1,8.05,8.05,,0.0,0,False,False,False,True,False,False,False,True
433,1,2,0,42.0,1,0,2,0,1,26.0,13.0,26.0,,0.0,0,False,False,False,True,False,False,False,True
434,0,3,1,17.0,0,0,1,1,1,7.125,7.125,7.125,,0.0,0,False,False,True,False,False,False,False,True
435,0,1,1,50.0,1,0,2,0,2,55.9,27.95,27.95,E44,5.0,1,False,False,True,False,False,False,False,True
436,1,1,0,14.0,1,2,4,0,4,120.0,30.0,30.0,B96 B98,2.0,1,False,True,False,False,False,False,False,True
437,0,3,0,21.0,2,2,5,0,4,34.375,6.875,8.59375,,0.0,0,False,True,False,False,False,False,False,True
438,1,2,0,24.0,2,3,6,0,3,18.75,3.125,6.25,,0.0,0,False,False,False,True,False,False,False,True
439,0,1,1,64.0,1,4,6,0,4,263.0,43.833333333333336,65.75,C23 C25 C27,3.0,1,False,False,True,False,False,False,False,True
440,0,2,1,31.0,0,0,1,1,1,10.5,10.5,10.5,,0.0,0,False,False,True,False,False,False,False,True
441,1,2,0,45.0,1,1,3,0,3,26.25,8.75,8.75,,0.0,0,False,False,False,True,False,False,False,True
442,0,3,1,20.0,0,0,1,1,1,9.5,9.5,9.5,,0.0,0,False,False,True,False,False,False,False,True
443,0,3,1,25.0,1,0,2,0,1,7.775,3.8875,7.775,,0.0,0,False,False,True,False,False,False,False,True
444,1,2,0,28.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,False,False,True,False,False,True
445,1,3,1,28.0,0,0,1,1,1,8.1125,8.1125,8.1125,,0.0,0,False,False,True,False,False,False,False,True
446,1,1,1,4.0,0,2,3,0,1,81.8583,27.2861,81.8583,A34,1.0,1,True,False,False,False,False,False,False,True
447,1,2,0,13.0,0,1,2,0,2,19.5,9.75,9.75,,0.0,0,False,True,False,False,False,False,False,True
448,1,1,1,34.0,0,0,1,1,1,26.55,26.55,26.55,,0.0,0,False,False,True,False,False,False,False,True
449,1,3,0,5.0,2,1,4,0,4,19.2583,4.814575,4.814575,,0.0,0,False,True,False,False,False,True,False,False
450,1,1,1,52.0,0,0,1,1,1,30.5,30.5,30.5,C104,3.0,1,False,False,False,False,True,False,False,True
451,0,2,1,36.0,1,2,4,0,3,27.75,6.9375,9.25,,0.0,0,False,False,True,False,False,False,False,True
452,0,3,1,28.0,1,0,2,0,1,19.9667,9.98335,19.9667,,0.0,0,False,False,True,False,False,False,False,True
453,0,1,1,30.0,0,0,1,1,1,27.75,27.75,27.75,C111,3.0,1,False,False,True,False,False,True,False,False
454,1,1,1,49.0,1,0,2,0,2,89.1042,44.5521,44.5521,C92,3.0,1,False,False,True,False,False,True,False,False
455,0,3,1,28.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
456,1,3,1,29.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,True,False,False
457,0,1,1,65.0,0,0,1,1,1,26.55,26.55,26.55,E38,5.0,1,False,False,True,False,False,False,False,True
458,1,1,0,28.0,1,0,2,0,1,51.8625,25.93125,51.8625,D21,4.0,1,False,False,False,True,False,False,False,True
459,1,2,0,50.0,0,0,1,1,1,10.5,10.5,10.5,,0.0,0,False,True,False,False,False,False,False,True
460,0,3,1,28.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,False,True,False,False,False,True,False
461,1,1,1,48.0,0,0,1,1,1,26.55,26.55,26.55,E12,5.0,1,False,False,True,False,False,False,False,True
462,0,3,1,34.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
463,0,1,1,47.0,0,0,1,1,1,38.5,38.5,38.5,E63,5.0,1,False,False,True,False,False,False,False,True
464,0,2,1,48.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
